listing_id,title,sku,grade,units,model,end_time,image_url,manifest_models,manifest_capacities,manifest_colors,manifest_part_numbers
231762,Samsung Cell Phones - Galaxy S24 FE - 25 Units - Grade B+(T) - CT0079959A,CT0079959A,B+(T),25,,2025-06-19T18:52:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys24fe_88.jpg,SAM S24 FE,,GPH,"U342E, A342E"
232037,Samsung Cell Phones - Galaxy S24 - 51 Units - Grade C(T) - CT0079879A,CT0079879A,C(T),51,,2025-06-19T18:53:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys24_219.jpg,SAM GS24,,"GRY, YEL, BLK, VIO","A062E, J054E, J055E, J056E, S058E, A052E, S053E, J053E, J052E, A053E, S052E, A055E, J058E, A056E"
231818,Samsung Cell Phones - Galaxy S23 Ultra 5G - 178 Units - Grade C(T) - CT0079777A,CT0079777A,C(T),178,,2025-06-19T18:54:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23ultra5g_628.jpg,SAM GS23U,,"GRN, CRM, BLK, LVD","A705D, J711D, S710D, A710D, E710D, E705D, J710D, J705D, J707D"
231759,Samsung Cell Phones - Galaxy S23 Ultra 5G - 150 Units - Grade C(T) - CT0079836A,CT0079836A,C(T),150,,2025-06-19T18:55:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23ultra5g_628.jpg,SAM GS23U,,"GRN, CRM, BLK, LVD","A707D, A705D, A711D, S710D, J711D, A710D, E710D, E707D, E711D, E705D, J710D, J705D, J707D"
231925,Samsung Cell Phones - Galaxy S23 Ultra 5G - 126 Units - Grade B+(T) - CT0079784A,CT0079784A,B+(T),126,,2025-06-19T18:56:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23ultra5g_629.jpg,SAM GS23U,,"GRN, BLK","U710D, A710D, A705D, S710D"
231933,Samsung Cell Phones - Galaxy S23 Ultra 5G - 126 Units - Grade C(T) - CT0079785A,CT0079785A,C(T),126,,2025-06-19T18:57:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23ultra5g_630.jpg,SAM GS23U,,"GRN, CRM, BLK, LVD","E706D, A706D, J706D, J708D, J704D, A709D, J709D, E708D, E709D, A704D, S704D, A708D, S709D"
231788,Samsung Cell Phones - Galaxy S23 Ultra 5G - 63 Units - Grade B+(T) - CT0079816A,CT0079816A,B+(T),63,,2025-06-19T18:58:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23ultra5g_628.jpg,SAM GS23U,,"GRN, BLK, LVD","A706D, J708D, A709D, J709D, A708D"
231763,Samsung Cell Phones - Galaxy S23 Ultra 5G - 25 Units - Grade B+(T) - CT0079954A,CT0079954A,B+(T),25,,2025-06-19T18:59:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23ultra5g_628.jpg,SAM GS23U,,"GRN, BLK, LVD","A705D, S710D, A711D, A710D, S705D, J710D"
231935,Samsung Cell Phones - Galaxy S23+ 5G - 49 Units - Grade B+(T) - CT0079888A,CT0079888A,B+(T),49,,2025-06-19T19:00:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23plus5g_416.jpg,SAM GS23P,,"GRN, BLK","A671D, J671D, A674D"
232054,Samsung Cell Phones - Galaxy S23+ 5G - 40 Units - Grade C(T) - CT0079897A,CT0079897A,C(T),40,,2025-06-19T19:01:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23plus5g_417.jpg,"SAM GS23P, SAM GS23P 512",,"GRN, CRM, BLK, LVD","J670D, A668D, A667D, J667D, S671D, E669D, A671D, A672D, E671D, J674D, J671D, E670D, J668D, A674D"
231790,Samsung Cell Phones - Galaxy S23 FE - 50 Units - Grade C(T) - CT0079886A,CT0079886A,C(T),50,,2025-06-19T19:02:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys23fe_235.jpg,SAM S23,,GRY,"J859D, A859D, S859D, E859D"
231800,Samsung Cell Phones - Galaxy S23 5G - 80 Units - Grade C(T) - CT0079852A,CT0079852A,C(T),80,,2025-06-19T19:03:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys235g_507.jpg,"SAM GS23 128, SAM GS23",,"GRN, CRM, BLK, LVD","E662D, S661D, J662D, E661D, A661D, J660D, J661D, A660D, E659D, J659D, S662D, A659D, A662D, S666D"
232047,Samsung Cell Phones - Galaxy S23 5G - 50 Units - Grade B+(T) - CT0079827A,CT0079827A,B+(T),50,,2025-06-19T19:04:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys235g_509.jpg,"SAM GS23 128, SAM GS23",,"GRN, BLK, LVD","A659D, J661D, A662D, A661D"
231830,Samsung Cell Phones - Galaxy S23 5G - 33 Units - Grade B+(T) - CT0079912A,CT0079912A,B+(T),33,,2025-06-19T19:05:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys235g_508.jpg,"SAM GS23 128, SAM GS23",,BLK,"A662D, U662D, A666D"
231824,Samsung Cell Phones - Galaxy S22 Ultra 5G - 180 Units - Grade C(T) - CT0079775A,CT0079775A,C(T),180,,2025-06-19T19:06:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys22ultra5g_1266.jpg,SAM GS22U 128,,"GRN, BUR, BLK, WHT","J298D, S298D, J297D, A298D, E298D, J302D, J305D"
232005,Samsung Cell Phones - Galaxy S22 Ultra 5G - 106 Units - Grade C(T) - CT0079840A,CT0079840A,C(T),106,,2025-06-19T19:07:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys22ultra5g_1268.jpg,"SAM GS22U, SAM GS22U 256, SAM GS22U 512",,"GRN, BUR, BLK, WHT","J296D, E297D, A300D, J307D, A297D, J300D, S303D, J306D, U303D, E300D, J303D, S297D, S299D, J304D, S305D, S296D, S301D, A303D, E303D, J299D, J301D, S300D"
231868,Samsung Cell Phones - Galaxy S22 5G - 68 Units - Grade C(T) - CT0079811A,CT0079811A,C(T),68,,2025-06-19T19:08:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys225g_910.jpg,"SAM GS22 128, SAM GS22",,"GRN, PUR, BLK, PNK, WHT","S280D, J279D, J280D, E284D, J464D, S281D, J281D, A280D, A464D, E280D, J284D, A284D, A281D"
231992,Samsung Cell Phones - Galaxy S22 5G - 61 Units - Grade B+(T) - CT0079818A,CT0079818A,B+(T),61,,2025-06-19T19:09:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys225g_911.jpg,"SAM GS22 128, SAM GS22",,"GRN, PUR, BLK, PNK","S280D, J280D, U280D, J464D, A280D, E280D, J284D, A284D, A281D"
231756,Samsung Cell Phones - Galaxy S22 5G - 59 Units - Grade C(T) - CT0079870A,CT0079870A,C(T),59,,2025-06-19T19:10:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys225g_909.jpg,"SAM GS22, SAM GS22 256",,"GRN, BLK, WHT, PNK","E277D, J280D, E283D, J282D, S284D, J283D, S283D, J277D, A283D, A280D, J281D, E280D, A281D"
232053,Samsung Cell Phones - Galaxy S22 5G - 17 Units - Grade A+(T) - CT0079992A,CT0079992A,A+(T),17,,2025-06-19T19:11:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys225g_912.jpg,"SAM GS22, SAM GS22 256",,BLK,"S280D, J280D, J283D, S283D, A280D"
231974,Samsung Cell Phones - Galaxy S21 Ultra 5G - 26 Units - Grade C(T) - CT0079937A,CT0079937A,C(T),26,,2025-06-19T19:12:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys21ultra_1264.jpg,"SAM GS21U BBY, SAM GS21U",,"SLV, BLK, BLU","S927C, J922C, J065D, J927C, J928C"
231769,Samsung Cell Phones - Galaxy S21 FE 5G - 54 Units - Grade C(T) - CT0079824A,CT0079824A,C(T),54,,2025-06-19T19:13:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys21fe5g_667.jpg,"SAM S21FE, SAM GS21 FE, SAM GS21 FE 128",,"LVD, GPH","E034D, E430D, S430D, J036D, J430D, A429D, J034D, A036D, J429D, A430D"
231965,Samsung Cell Phones - Galaxy S21 5G - 40 Units - Grade C(T) - CT0079896A,CT0079896A,C(T),40,,2025-06-19T19:14:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys21_1081.jpg,"SAM GS21 128, SAM GS21",,"GRY, VIO, PNK","S919C, J920C, U920C, S921C, J929C, J919C"
231918,"Samsung Cell Phones - Galaxy S20+ 5G, 128GB - 25 Units - Grade C(T) - CT0079947A",CT0079947A,C(T),25,,2025-06-19T19:15:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys20plus5g_1020.jpg,SAM GS20P5,128GB,"GRY, BLK, BLU","J285C, J251C, S261C, S252C, J252C"
231973,"Samsung Cell Phones - Galaxy S20 Ultra 5G, 128GB - 30 Units - Grade C(T) - CT0079926A",CT0079926A,C(T),30,,2025-06-19T19:16:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys20ultra5g_986.jpg,"SAM GS20U5, SAM GS20U",128GB,"GRY, BLK","S262C, J249C, J262C"
232006,Samsung Cell Phones - Galaxy S20 FE 5G - 35 Units - Grade C(T) - CT0079909A,CT0079909A,C(T),35,,2025-06-19T19:17:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys20fe5g_1314.jpg,SAM S20 FE 5G,,NVY,"E691C, J691C, S691C, A691C"
231802,Samsung Cell Phones - Galaxy S10 - 1 Unit - Grade A+(T) - CT0080072A,CT0080072A,A+(T),1,,2025-06-19T19:18:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxys10_1265.jpg,SAM GS10,128,BLU,J845B
232023,Samsung Cell Phones - Galaxy Z Fold6 5G - 50 Units - Grade C(T) - CT0079884A,CT0079884A,C(T),50,,2025-06-19T19:19:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzfold6_119.jpg,SAM FOLD6,,"GRY, NVY, SLV, PNK","J197E, J196E, A201E, U197E, S202E, A197E, S196E, J202E, E201E, E197E, S197E, S201E, A196E, J195E, A202E, J201E"
231845,Samsung Cell Phones - Galaxy Z Fold6 5G - 22 Units - Grade B+(T) - CT0079972A,CT0079972A,B+(T),22,,2025-06-19T19:20:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzfold6_118.jpg,"SAM FOLD6 512, SAM FOLD6",,"NVY, SLV, PNK","U197E, A197E, U202E, A194E, U196E, A202E, J195E"
231895,Samsung Cell Phones - Galaxy Z Fold5 5G - 111 Units - Grade C(T) - CT0079839A,CT0079839A,C(T),111,,2025-06-19T19:21:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzfold55g_295.jpg,SAM FOLD5,,"CRM, BLK, BLU","J813D, A819D, J816D, E819D, A813D, S819D, A814D, J814D, J815D, S817D, S815D, J819D, J817D, E813D, E814D, S814D, S813D, A817D, A816D, S816D"
231970,Samsung Cell Phones - Galaxy Z Fold4 5G - 73 Units - Grade C(T) - CT0079807A,CT0079807A,C(T),73,,2025-06-19T19:22:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzfold45g_568.jpg,"SAM FOLD4 256, SAM FOLD4",,"GRY, BLK","A448D, J450D, S450D, E450D, A450D, S448D, J448D"
231771,Samsung Cell Phones - Galaxy Z Fold4 5G - 53 Units - Grade C(T) - CT0079874A,CT0079874A,C(T),53,,2025-06-19T19:23:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzfold45g_567.jpg,"SAM FOLD4, SAM FOLD4 512",,"GRY, BGE, BLK","D445DAR, J446D, A445D, E446D, A446D, J447D, S445D, S446D, J449D, J445D"
231812,Samsung Cell Phones - Galaxy Z Fold4 5G - 19 Units - Grade A+(T) - CT0079983A,CT0079983A,A+(T),19,,2025-06-19T19:24:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzfold45g_567.jpg,"SAM FOLD4 512, SAM FOLD4 256, SAM FOLD 4, SAM FOLD4",,"GRY, BGE, BLK","S450D, J450D, S447D, A445D, A446D, S445D, S446D, J449D, J445D, S448D, J448D"
232018,Samsung Cell Phones - Galaxy Z Fold3 5G - 64 Units - Grade C(T) - CT0079813A,CT0079813A,C(T),64,,2025-06-19T19:25:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyfold35_1210.jpg,"SAM FOLD3, SAM FOLD3 256",,"GRN, SLV, BLK","S054D, J053D, S040D, J040D, A040D, J054D"
231946,Samsung Cell Phones - Galaxy Z Fold3 5G - 18 Units - Grade C(T) - CT0079989A,CT0079989A,C(T),18,,2025-06-19T19:26:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyfold35_1210.jpg,SAM FOLD3 512,,BLK,"J055D, S055D"
231955,Samsung Cell Phones - Galaxy Z Flip6 - 50 Units - Grade C(T) - CT0079885A,CT0079885A,C(T),50,,2025-06-19T19:27:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip6_130.jpg,SAM FLIP6,,"MNT, SLV, BLU, YEL","J198E, A193E, S200E, A189E, J193E, J191E, A191E, J189E, J199E, U200E, J190E, S193E, J200E, A200E"
231926,Samsung Cell Phones - Galaxy Z Flip6 - 36 Units - Grade B+(T) - CT0079905A,CT0079905A,B+(T),36,,2025-06-19T19:28:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip6_129.jpg,SAM FLIP6,,"MNT, SLV, BLU","A193E, U189E, A189E, J189E, U193E, A192E"
231874,Samsung Cell Phones - Galaxy Z Flip5 5G - 102 Units - Grade C(T) - CT0079841A,CT0079841A,C(T),102,,2025-06-19T19:29:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip5_5g_321.jpg,"SAM FLIP5, SAM FLIP 5",,"LVD, MNT, CRM, GPH","S818D, E818D, S820D, A823D, A821D, J858D, S858D, A824D, E821D, A818D, J823D, A825D, A822D, J825D, J818D, J820D, J822D, J821D, S821D, J824D"
231829,Samsung Cell Phones - Galaxy Z Flip5 5G - 27 Units - Grade B+(T) - CT0079933A,CT0079933A,B+(T),27,,2025-06-19T19:30:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip5_5g_320.jpg,"SAM FLIP5, SAM FLIP 5",,"LVD, MNT, CRM, GPH","A824D, A821D, A822D, A818D, J825D, J818D, J858D, S822D, S823D, S858D, J822D, J823D, E824D, A823D, A825D"
231952,Samsung Cell Phones - Galaxy Z Flip5 5G - 19 Units - Grade A+(T) - CT0079982A,CT0079982A,A+(T),19,,2025-06-19T19:31:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip5_5g_322.jpg,"SAM FLIP5, SAM FLIP5 256",,"LVD, CRM, GPH","S818D, A826D, A820D, A818D, J818D, J858D, S822D, J826D, J820D"
231835,Samsung Cell Phones - Galaxy Z Flip4 5G - 58 Units - Grade C(T) - CT0079871A,CT0079871A,C(T),58,,2025-06-19T19:32:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip4_619.jpg,"SAM FLIP4, SAM FLIP 4, SAM FLIP4 128, SAM FLIP4 128 SMF721U PUR",,"GPH, PUR, BLU, PNK","J441D, J436D, A441D, S441D, J439D, J451D, U451D, J437D, J443D, A438D, S435D, S451D, A436D, U439D"
231778,Samsung Cell Phones - Galaxy Z Flip3 5G - 15 Units - Grade C(T) - CT0080010A,CT0080010A,C(T),15,,2025-06-19T19:33:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxyzflip35g_924.jpg,SAM FLIP3,,"BLK, LVD","A039D, S048D, J039D"
231993,Samsung Cell Phones - Galaxy Note 20 Ultra 5G - 25 Units - Grade C(T) - CT0079960A,CT0079960A,C(T),25,,2025-06-19T19:34:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxynote20ultra5g_1227.jpg,SAM NOTE20ULTRA,", 512GB","BRZ, BLK, WHT","J540C, S541C, J542C, S540C, J543C, J541C"
231907,Samsung Cell Phones - Galaxy Note 10+ - 25 Units - Grade C(T) - CT0079957A,CT0079957A,C(T),25,,2025-06-19T19:35:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxynote10plus_1279.jpg,SAM NOTE10P,"512GB, 256GB","SLV, BLK, WHT","S046C, J054C, J046C, J045C, J036C, S036C"
231893,"Samsung Cell Phones - Galaxy Note 10, 256GB - 21 Units - Grade C(T) - CT0079974A",CT0079974A,C(T),21,,2025-06-19T19:36:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxynote10_801.jpg,SAM NOTE10,256GB,"SLV, BLK, WHT","J048C, J042C, J035C"
231950,Samsung Cell Phones - Galaxy Note 9 - 25 Units - Grade C(T) - CT0079945A,CT0079945A,C(T),25,,2025-06-19T19:37:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxynote9_1528.jpg,SAM NOTE9,"128, 512, ","PUR, BLK, BLU","J804B, J765B, J764B, J806B, J767B, J766B"
231884,Samsung Cell Phones - Galaxy A71 5G - 15 Units - Grade C(T) - CT0080009A,CT0080009A,C(T),15,,2025-06-19T19:38:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya715g_727.jpg,SAM GA71 5G,,BLK,J324C
232048,Samsung Cell Phones - Galaxy A54 5G - 31 Units - Grade C(T) - CT0079922A,CT0079922A,C(T),31,,2025-06-19T19:39:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya545g_281.jpg,SAM A54,,BLK,"E783D, J783D, A783D, S783D"
231805,Samsung Cell Phones - Galaxy A53 5G - 39 Units - Grade C(T) - CT0079898A,CT0079898A,C(T),39,,2025-06-19T19:40:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya535g_355.jpg,SAM A53,,BLK,"A318D, E318D, J318D"
232034,Samsung Cell Phones - Galaxy A52 5G - 22 Units - Grade C(T) - CT0079971A,CT0079971A,C(T),22,,2025-06-19T19:41:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya525g_599.jpg,SAM A52,,BLK,"S963C, E963C, J963C"
231814,Samsung Cell Phones - Galaxy A23 5G - 20 Units - Grade C(T) - CT0079976A,CT0079976A,C(T),20,,2025-06-19T19:42:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya235g_120.jpg,SAM A23,,BLK,"A432D, J432D, S432D"
231876,Samsung Cell Phones - Galaxy A16 5G - 86 Units - Grade B+(T) - CT0079847A,CT0079847A,B+(T),86,,2025-06-19T19:43:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya165g_55.jpg,SAM A16 SMA166U,,BLU,"E794E, U794E, J794E, S794E, A794E"
231847,Samsung Cell Phones - Galaxy A16 5G - 43 Units - Grade A+(T) - CT0079894A,CT0079894A,A+(T),43,,2025-06-19T19:44:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya165g_55.jpg,SAM A16 SMA166U,,BLU,"J794E, U794E, A794E, S794E"
231914,Samsung Cell Phones - Galaxy A16 5G - 31 Units - Grade C(T) - CT0079920A,CT0079920A,C(T),31,,2025-06-19T19:45:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya165g_55.jpg,SAM A16 SMA166U,,BLU,"J794E, A794E, E794E, S794E"
231781,Samsung Cell Phones - Galaxy A15 5G - 51 Units - Grade C(T) - CT0079882A,CT0079882A,C(T),51,,2025-06-19T19:46:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya155g_221.jpg,SAM A15,,"BLK, BLU","J040E, J453E, S040E, J035E, E040E, A040E"
231899,Samsung Cell Phones - Galaxy A14 5G - 50 Units - Grade C(T) - CT0079887A,CT0079887A,C(T),50,,2025-06-19T19:47:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galaxya145g_509.jpg,SAM A14,,BLK,"E656D, A656D, J656D"
232038,Motorola Cell Phones - Razr+ 2024 - 31 Units - Grade C(T) - CT0079919A,CT0079919A,C(T),31,,2025-06-19T19:48:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/r/a/razrplus2024_121.jpg,MOT RAZRP24,,NVY,"A211E, U211E, J211E"
232009,Motorola Cell Phones - Razr+ 2024 - 5 Units - Grade A+(T) - CT0080052A,CT0080052A,A+(T),5,,2025-06-19T19:49:00.000Z,https://bstock.com/mobilecarrier/media/catalog/product/cache/0/image/210x/9df78eab33525d08d6e5fb8d27136e95/r/a/razrplus2024_120.jpg,MOT RAZRP24,,NVY,"U211E, J211E, A211E"
